	1.504288	0.004669660117509197
2343	0.0060615625	1.849608381005541e-5
23431	1.71875e-7	5.1821977326076386e-8
23432	4.21875e-7	8.118878553399093e-8
23433	0.000254734375	1.978720548124055e-6
23434	0.00581634375	7.553179229674478e-6
234341	1.2703125e-5	2.2239652121039206e-7
234342	1.449609375e-5	2.3751890340966276e-7
234343	0.002774875	1.771842036730419e-6
2343431	0.00081887890625	3.5933795900735187e-7
2343432	0.00024183203125	4.2152267042126827e-7
2343433	0.0007394296875	4.1873982547982125e-7
2343434	0.0009765625	0.0
234344	0.00300744140625	1.6441150145707828e-6
2343441	0.000293982421875	4.479581950258464e-7
2343442	0.0008454873046875	3.329000054012515e-7
2343443	0.0009765625	0.0
2343444	0.00088948046875	2.7831235325790366e-7
2344	0.0516759375	2.3650445603541888e-5
23441	0.01476453125	3.564325707482893e-6
234411	0.00382409765625	5.60498514886364e-7
234412	0.0031283984375	1.5599453877402035e-6
234413	0.00390625	0.0
234414	0.00390625	0.0
23442	0.006796734375	7.74618463794069e-6
234421	0.00201995703125	1.9519812358790744e-6
2344211	0.0009759443359375	2.4562038096969573e-8
2344212	0.0002457109375	4.2376670774757053e-7
2344213	6.11240234375e-5	2.365486903303325e-7
2344214	0.0007374189453125	4.199392668897949e-7
234422	8.984375e-8	1.8733501448957317e-8
234423	0.00102797265625	1.720113486511539e-6
2344231	0.000152	3.540247166512531e-7
2344232	2.54033203125e-5	1.5544324144129366e-7
2344233	2.2404296875e-5	1.4620958808685926e-7
2344234	0.0008252265625	3.5339274962262574e-7
234424	0.00374372265625	7.800367292999773e-7
23443	0.0144806875	4.070679515123211e-6
234431	0.00390625	0.0
234432	0.002895125	1.7109451381108045e-6
2344321	0.000974359375	4.6331797915113425e-8
2344322	0.00030161328125	4.511913657687961e-7
2344323	0.00064315234375	4.630696744791665e-7
2344324	0.0009765625	0.0
234433	0.0037716796875	7.124297257953075e-7
234434	0.00390625	0.0
23444	0.015625	0.0
24	0.490401	0.0004999078507075079
241	0.093797	0.00012104285518360841
2411	0.0156696875	2.7089045062577304e-5
24111	0.000284890625	2.090515091409796e-6
24112	3.225e-5	7.091305856469596e-7
24113	0.007335234375	7.797908294741184e-6
241131	0.00155536328125	1.912193212183864e-6
2411311	0.0003009619140625	4.50921329596967e-7
2411312	2.24609375e-8	4.683375362239329e-9
2411313	0.0004816826171875	4.882366610021909e-7
2411314	0.0007757705078125	3.946751901804576e-7
241132	4.765625e-5	4.28819435658457e-7
241133	0.0018308515625	1.9492938393446314e-6
2411331	0.0007791474609375	3.921930984048856e-7
2411332	4.03583984375e-5	1.9438029259593445e-7
2411333	8.796484375e-5	2.7958067527754393e-7
2411334	0.0009251650390625	2.1806222496332438e-7
241134	0.00390625	0.0
24114	0.008050375	7.808877751276108e-6
241141	3.987109375e-5	3.926280120471745e-7
241142	0.0023486015625	1.912667131034092e-6
2411421	6.40302734375e-5	2.4172233655028155e-7
2411422	0.0009600732421875	1.2582088542572125e-7
2411423	0.0008784677734375	2.9355247576765517e-7
2411424	0.000447544921875	4.865790076364319e-7
241143	0.00390625	0.0
241144	0.001758265625	1.9433803255152116e-6
2411441	0.0001610341796875	3.62391961932723e-7
2411442	0.0006550810546875	4.5890783852291554e-7
2411443	0.000920255859375	2.276324141173191e-7
2411444	1.978515625e-5	1.3758629743747636e-7
2412	3.5e-6	4.6769407736254264e-7
2413	0.025814875	3.077372119576011e-5
24131	0.000835296875	3.514796267565196e-6
241311	0.0	0.0
241312	0.0	0.0
241313	0.000233921875	9.268429643770482e-7
241314	0.000600671875	1.409101774288406e-6
24132	3.1875e-6	2.231468739278012e-7
24133	0.0098349375	7.546184652431568e-6
241331	0.00122599609375	1.8127274531271045e-6
2413311	1.91435546875e-5	1.3538242847001382e-7
2413312	1.71875e-6	4.0933026950281845e-8
2413313	0.0003747138671875	4.7489054387582995e-7
2413314	0.0008322421875	3.4656810669143175e-7
241332	0.00114365625	1.7774863173589937e-6
2413321	1.005859375e-7	9.910516488005104e-9
2413322	0.0001632802734375	3.6440766228906853e-7
2413323	0.0009222392578125	2.2382811833406605e-7
2413324	5.438671875e-5	2.2395114389729128e-7
241333	0.00355137890625	1.1226226956469463e-6
241334	0.00390484375	7.410254060042687e-8
24134	0.01511521875	2.7758701533750548e-6
2414	0.052086	2.3289989351650636e-5
24141	0.010442484375	7.356516732615774e-6
241411	0.00186294140625	1.9510418204239846e-6
2414111	0.0001256884765625	3.2702455527446915e-7
2414112	0.00096698828125	9.621931891971621e-8
2414113	0.0007524287109375	4.106637285929138e-7
2414114	1.76337890625e-5	1.3003671256474808e-7
241412	0.00390625	0.0
241413	0.00340659375	1.3046554558190593e-6
241414	0.0012659609375	1.8282513002411612e-6
2414141	3.125e-8	5.524183338965135e-9
2414142	0.000125673828125	3.270083128954496e-7
2414143	0.0006370537109375	4.650648707096275e-7
2414144	0.0005026875	4.880686827307198e-7
24142	0.0103979375	7.372290633418744e-6
241421	0.00390625	0.0
241422	0.001815046875	1.948238100700601e-6
2414221	0.0009695009765625	8.274148819470931e-8
2414222	8.58134765625e-5	2.764747193611446e-7
2414223	2.1720703125e-5	1.440133160553684e-7
2414224	0.0007354140625	4.2112225313725986e-7
241423	0.00127487890625	1.8315784181786666e-6
2414231	0.0001296279296875	3.3134027061373294e-7
2414232	1.3671875e-8	3.653936713945862e-9
2414233	0.0004969658203125	4.882040120073265e-7
2414234	0.00064671875	4.6186160015237515e-7
241424	0.00340594140625	1.3053818427402136e-6
24143	0.015625	0.0
24144	0.015625	0.0
242	0.00345475	2.9184794027669614e-5
2421	0.0	0.0
2422	0.0	0.0
2423	0.0	0.0
2424	0.0034459375	1.4265223745041427e-5
24241	2.2296875e-5	5.898232966238571e-7
24242	0.0	0.0
24243	0.0	0.0
24244	0.003427078125	6.465541835629206e-6
242441	0.00175038671875	1.942574182609456e-6
2424411	0.0003029609375	4.517465670887437e-7
2424412	0.000209123046875	4.0061112906356427e-7
2424413	0.00026490625	4.341914191650527e-7
2424414	0.0009745888671875	4.3857502972450483e-8
242442	6.64453125e-6	1.6096909765473706e-7
242443	3.203125e-7	3.537114788959137e-8
242444	0.001670671875	1.9325934641829705e-6
2424441	0.0009701416015625	7.892515881280444e-8
2424442	0.0003190615234375	4.5802102925922e-7
2424443	2.24609375e-7	1.4808600318804598e-8
2424444	0.0003826806640625	4.7672538777709243e-7
243	0.14368825	0.0001235951022975324
2431	0.0346525625	3.106420880102363e-5
24311	0.011477546875	6.899462852574303e-6
243111	0.003314171875	1.4008028661013422e-6
243112	0.000611484375	1.4194004716691514e-6
243113	0.00363883984375	9.864394209407453e-7
243114	0.00390625	0.0
24312	0.000827359375	3.4989950984496408e-6
243121	0.00018619140625	8.322517292879059e-7
243122	1.70703125e-6	8.16405344459725e-8
243123	8.984375e-8	1.8733501448957317e-8
243124	0.00063237890625	1.4388631003223052e-6
24313	0.006737765625	7.73822345717629e-6
243131	0.00247259765625	1.8827759890739975e-6
2431311	0.000694634765625	4.4253452485740066e-7
2431312	0.0001524150390625	3.544184919724834e-7
2431313	0.00065216015625	4.599590016380441e-7
2431314	0.000974322265625	4.6719484498237166e-8
243132	2.80859375e-5	3.300331399634302e-7
243133	0.00052082421875	1.3278598335877321e-6
243134	0.00371853125	8.354867073065479e-7
24314	0.015625	0.0
2432	0.000570875	5.9459052493606895e-6
2433	0.0498529375	2.5109623979086062e-5
24331	0.005328109375	7.406953454181557e-6
243311	1.171875e-8	6.765813318323115e-9
243312	0.0008763828125	1.6295163476574008e-6
2433121	1.4453125e-7	1.1879516385185823e-8
2433122	0.0001119716796875	3.1114254995545714e-7
2433123	0.00064806640625	4.6139709897627837e-7
2433124	0.000116662109375	3.1672984296194606e-7
243313	0.00373734765625	7.945104017879154e-7
243314	0.00071866015625	1.513536856231221e-6
24332	0.014594078125	3.878834152747638e-6
243321	0.0029952578125	1.6518645424900432e-6
2433211	0.0002456416015625	4.2372701130290116e-7
2433212	0.0008020009765625	3.7416375060541707e-7
2433213	0.0009765625	0.0
2433214	0.0009754404296875	3.308342104082565e-8
243322	0.00378842578125	6.681080062146691e-7
243323	0.00390625	0.0
243324	0.00390625	0.0
24333	0.015625	0.0
24334	0.014331625	4.3053647330249495e-6
243341	0.00275612109375	1.7804197648440216e-6
2433411	0.0002132900390625	4.034828534258796e-7
2433412	0.0009741611328125	4.836650266117819e-8
2433413	0.0009765625	0.0
2433414	0.0005937734375	4.767493864474577e-7
243342	0.00390625	0.0
243343	0.00390625	0.0
243344	0.00375	7.654655446197435e-7
2434	0.0589475625	1.447092020427843e-5
24341	0.015625	0.0
24342	0.01250859375	6.243545446395898e-6
243421	0.00390625	0.0
243422	0.001829	1.9491768134266323e-6
2434221	0.000766236328125	4.0144682542783624e-7
2434222	1.1458984375e-5	1.0516228461670298e-7
2434223	0.000113330078125	3.1277819267194243e-7
2434224	0.0009396328125	1.862802891622489e-7
243423	0.00286701171875	1.7261252361625905e-6
2434231	0.0009765625	0.0
2434232	0.0003577392578125	4.705075635707477e-7
2434233	0.0005549853515625	4.8370356824847e-7
2434234	0.0009765625	0.0
243424	0.00390625	0.0
24343	0.01518878125	2.5740301418006814e-6
24344	0.015625	0.0
244	0.25	0.0
3	0.55198	0.001379578950114853
31	0.492111	0.0004999377598051582
311	0.25	0.0
312	0.14397625	0.00012355121179469467
3121	0.058911125	1.4540449227392354e-5
31211	0.015625	0.0
31212	0.015182953125	2.590671145123928e-6
31213	0.012519140625	6.235598630211827e-6
312131	0.00390625	0.0
312132	0.00286635546875	1.7264725241287958e-6
3121321	0.0009765625	0.0
3121322	0.00055508984375	4.836891469763509e-7
3121323	0.000357955078125	4.7056738946294444e-7
3121324	0.0009765625	0.0
312133	0.00183043359375	1.9492675764136124e-6
3121331	0.000939693359375	1.8613351823670957e-7
3121332	0.0001133759765625	3.128332064380568e-7
3121333	1.13310546875e-5	1.0458054452397253e-7
3121334	0.0007662109375	4.0146440428475706e-7
312134	0.00390625	0.0
31214	0.015625	0.0
3122	0.0498716875	2.5095721839635214e-5
31221	0.0143135625	4.332590751628147e-6
312211	0.00374812109375	7.698612141465766e-7
312212	0.00390625	0.0
312213	0.00390625	0.0
312214	0.0027566328125	1.780188883483004e-6
3122141	0.000592888671875	4.7694430114032e-7
3122142	0.0009765625	0.0
3122143	0.0009742041015625	4.793288465063457e-8
3122144	0.00021359765625	4.0369233634805043e-7
31222	0.015625	0.0
31223	0.0145973125	3.873173839352394e-6
312231	0.00390625	0.0
312232	0.00390625	0.0
312233	0.00378833984375	6.683440303501359e-7
312234	0.00299722265625	1.650623321608615e-6
3122341	0.0009754404296875	3.308342104082565e-8
3122342	0.0009765625	0.0
3122343	0.000801521484375	3.745652608962256e-7
3122344	0.000245244140625	4.2349916477864127e-7
31224	0.00531571875	7.402785937716181e-6
312241	0.0007171171875	1.5122770754937618e-6
312242	0.00373679296875	7.95754888693905e-7
312243	0.0008768828125	1.6298466245233677e-6
3122431	0.00011669140625	3.167642137669801e-7
3122432	0.000647751953125	4.615058763942022e-7
3122433	0.000113	3.123820777509491e-7
3122434	1.396484375e-7	1.167715400086843e-8
312244	3.90625e-9	3.906248046874511e-9
3123	0.0005765625	5.9751763098333545e-6
3124	0.0346250625	3.106720864707825e-5
31241	0.015625	0.0
31242	0.00673928125	7.738433805664325e-6
312421	0.0037195078125	8.33420077349706e-7
312422	0.00052190625	1.3290260175306718e-6
312423	2.831640625e-5	3.313746264443726e-7
312424	0.00247139453125	1.8831075270952812e-6
3124241	0.00097444140625	4.5462969288620384e-8
3124242	0.0006511298828125	4.6032477870810086e-7
3124243	0.0001518876953125	3.5391800669967394e-7
3124244	0.0006932578125	4.4317399283717686e-7
31243	0.000822453125	3.489183419555747e-6
312431	0.00063561328125	1.4418252794917355e-6
312432	8.984375e-8	1.8733501448957317e-8
312433	1.78515625e-6	8.348700389117809e-8
312434	0.00018489453125	8.294927817703752e-7
31244	0.011475109375	6.900757119053105e-6
312441	0.00390625	0.0
312442	0.0036388984375	9.863392839405889e-7
312443	0.00061323046875	1.4210488769748008e-6
312444	0.003313890625	1.401076079106113e-6
313	0.00340375	2.8971572030828773e-5
3131	0.0034729375	1.4317726735452585e-5
31311	0.00342809375	6.4662305932406195e-6
313111	0.0016727890625	1.9329017118754375e-6
3131111	0.000382224609375	4.766241371152977e-7
3131112	2.119140625e-7	1.4384102999153996e-8
3131113	0.0003174814453125	4.574341546280452e-7
3131114	0.000970111328125	7.91097649827055e-8
313112	3.125e-7	3.4937164577996314e-8
313113	6.24609375e-6	1.5607623145054378e-7
313114	0.0017554921875	1.9431002385487836e-6
3131141	0.000974650390625	4.316987548350689e-8
3131142	0.00026491015625	4.341934287601451e-7
3131143	0.00020891015625	4.0046269623835275e-7
3131144	0.0003039521484375	4.52151922940425e-7
31312	0.0	0.0
31313	0.0	0.0
31314	2.225e-5	5.892038590335267e-7
3132	0.0	0.0
3133	0.0	0.0
3134	0.0	0.0
314	0.093812	0.00012104672096343626
3141	0.0521208125	2.3258798025475085e-5
31411	0.015625	0.0
31412	0.015625	0.0
31413	0.01041303125	7.36697994213188e-6
314131	0.00340437109375	1.3071274004473954e-6
314132	0.0012749609375	1.8316087928262674e-6
3141321	0.0006472626953125	4.61674646420952e-7
3141322	0.0004979306640625	4.881858948288171e-7
3141323	1.26953125e-8	3.5210232805708308e-9
3141324	0.0001299892578125	3.3173095640273753e-7
314133	0.001812640625	1.9480660681829707e-6
3141331	0.0007359365234375	4.208152143639291e-7
3141332	2.1400390625e-5	1.4297147355617476e-7
3141333	8.58583984375e-5	2.765401013268575e-7
3141334	0.000969361328125	8.35496112067937e-8
314134	0.00390625	0.0
31414	0.010434171875	7.359483190403657e-6
314141	0.00126528515625	1.8279971594548432e-6
3141411	0.000501984375	4.880889298752809e-7
3141412	0.0006372587890625	4.6499921715680746e-7
3141413	0.0001257138671875	3.2705270526637844e-7
3141414	3.515625e-8	5.8592695303007645e-9
314142	0.00340703125	1.3041678886692227e-6
314143	0.00390625	0.0
314144	0.00186412890625	1.95109634844675e-6
3141441	1.77177734375e-5	1.3034029932057088e-7
3141442	0.000752857421875	4.1038765621974177e-7
3141443	0.0009667939453125	9.718116857873766e-8
3141444	0.0001260478515625	3.274225773491832e-7
3142	0.0258244375	3.077540855226123e-5
31421	0.015111	2.7869434870481333e-6
31422	0.0098234375	7.549257355600864e-6
314221	0.0039050390625	6.876596716215506e-8
314222	0.0035538046875	1.1191612053899575e-6
314223	0.00113940625	1.775544722479115e-6
3142231	5.4673828125e-5	2.2450653174568946e-7
3142232	0.0009226083984375	2.2311097514849497e-7
3142233	0.00016389453125	3.6495456676163253e-7
3142234	9.5703125e-8	9.667001806127778e-9
314224	0.00122692578125	1.8131000966057802e-6
3142241	0.000832828125	3.459855922279089e-7
3142242	0.000374494140625	4.7483794376781253e-7
3142243	1.765625e-6	4.148645239619646e-8
3142244	1.899609375e-5	1.3487038676068065e-7
31423	4.265625e-6	2.581321271526646e-7
31424	0.000836140625	3.5164706910266733e-6
314241	0.00059703125	1.4055984514917258e-6
314242	0.00023735546875	9.33183894663402e-7
314243	0.0	0.0
314244	0.0	0.0
3143	3.0625e-6	4.3748928111869205e-7
3144	0.0156974375	2.710498662024377e-5
31441	0.008049796875	7.808895340771013e-6
314411	0.00175573828125	1.94312525301024e-6
3144111	1.99755859375e-5	1.3823307892303995e-7
3144112	0.0009199453125	2.2822076208697273e-7
3144113	0.0006548984375	4.589741734903527e-7
3144114	0.0001621748046875	3.6341871914804825e-7
314412	0.00390625	0.0
314413	0.00235104296875	1.912160703437573e-6
3144131	0.0004470205078125	4.865348191606631e-7
3144132	0.0008783984375	2.936446136380717e-7
3144133	0.0009600927734375	1.257476260338457e-7
3144134	6.40458984375e-5	2.4174975819264957e-7
314414	3.9734375e-5	3.919611993387986e-7
31442	0.007356109375	7.799157893478764e-6
314421	0.00390625	0.0
314422	0.00183441796875	1.9495142744685948e-6
3144221	0.0009246181640625	2.1915445815218313e-7
3144222	8.85048828125e-5	2.8035234142044843e-7
3144223	4.0265625e-5	1.9416636901745336e-7
3144224	0.0007789560546875	3.9233498062426993e-7
314423	4.805859375e-5	4.3060335972064823e-7
314424	0.0015563359375	1.9123952796180423e-6
3144241	0.0007757978515625	3.9465527099927744e-7
3144242	0.00047972265625	4.882062367223354e-7
3144243	1.7578125e-8	4.143166507012962e-9
3144244	0.000301001953125	4.5093796032665974e-7
31443	3.253125e-5	7.122095892526564e-7
31444	0.000284734375	2.089952378660423e-6
32	0.059623	0.00023678703062245617
321	0.05887375	0.00010607694877275412
3211	0.0516399375	2.3681489580389445e-5
32111	0.015625	0.0
32112	0.01447834375	4.074516333331593e-6
321121	0.00390625	0.0
321122	0.00377080078125	7.146691681346008e-7
321123	0.0028931171875	1.7120490510099192e-6
3211231	0.0009765625	0.0
3211232	0.0006431181640625	4.630811042842976e-7
3211233	0.00030058203125	4.507633330054721e-7
3211234	0.000974181640625	4.816004040732276e-8
321124	0.00390625	0.0
32113	0.006790109375	7.74531301239092e-6
321131	0.00374276171875	7.82238889679319e-7
321132	0.00102621875	1.7191690054604688e-6
3211321	0.00082598046875	3.5267239296151627e-7
3211322	2.2423828125e-5	1.4627180721362802e-7
3211323	2.5689453125e-5	1.5629270157470961e-7
3211324	0.0001527568359375	3.547420847173035e-7
321133	1.3671875e-7	2.310928222967772e-8
321134	0.00202036328125	1.951967284346627e-6
3211341	0.0007369375	4.2022452146144447e-7
3211342	6.1158203125e-5	2.3661040114453773e-7
3211343	0.0002449140625	4.233095689325985e-7
3211344	0.0009759833984375	2.377379883420345e-8
32114	0.014767515625	3.5584988275965276e-6
321141	0.00390625	0.0
321142	0.00390625	0.0
321143	0.003131953125	1.5572609021400312e-6
321144	0.00382378515625	5.615405999958733e-7
3212	0.0060496875	1.8479901241682645e-5
32121	0.00581253125	7.552170631614691e-6
321211	0.00300528125	1.6454982501391296e-6
3212111	0.0008895693359375	2.781842036963639e-7
3212112	0.0009765625	0.0
3212113	0.0008455654296875	3.3281615652878495e-7
3212114	0.000294396484375	4.481375645492144e-7
321212	0.00277641015625	1.7711292491298916e-6
3212121	0.0009765625	0.0
3212122	0.0007404189453125	4.181449051513882e-7
3212123	0.000241169921875	4.211348603640657e-7
3212124	0.000819021484375	3.59206732212987e-7
321213	1.5046875e-5	2.4197199635801735e-7
321214	1.27421875e-5	2.227370794896751e-7
32122	0.0002549375	1.9794962259609767e-6
32123	4.6875e-7	8.558036587580997e-8
32124	1.875e-7	5.4126262976026717e-8
3213	1.425e-5	9.436217131350889e-7
3214	0.0012008125	8.57955888084252e-6
32141	0.000571296875	2.9325984301452243e-6
32142	0.00063184375	3.0778778515944943e-6
32143	0.0	0.0
32144	0.0	0.0
322	0.000259	8.042569179062123e-6
323	0.0	0.0
324	0.0	0.0
33	0.0	0.0
34	0.000114	1.0676469641225044e-5
4	0.2017	0.0008752811605421426
41	0.0	0.0
42	0.202745	0.0004020441082456003
421	0.0	0.0
422	0.17414975	0.00011493172788633042
4221	0.026039625	3.0812570362749275e-5
42211	1.859375e-6	1.7043848479615564e-7
42212	0.009747078125	7.569185142951088e-6
422121	0.00031144921875	1.058110530560112e-6
422122	0.0030550234375	1.6126118872996253e-6
4221221	0.0002782802734375	4.4081534563165883e-7
4221222	0.0008355263671875	3.4327745001820597e-7
4221223	0.0009765625	0.0
4221224	0.0009639931640625	1.1007612784139476e-7
422123	0.00390625	0.0
422124	0.00248640234375	1.8789125951645395e-6
4221241	7.65126953125e-5	2.6242186736651697e-7
4221242	0.0009012109375	2.6059096738512417e-7
4221243	0.0009765625	0.0
4221244	0.0005310595703125	4.864037360185505e-7
42213	0.01535759375	2.0265035291632063e-6
42214	0.000956921875	3.746492335775089e-6
422141	0.0	0.0
422142	0.00020859375	8.782414152147674e-7
422143	0.00074190234375	1.5322000334850847e-6
422144	2.9296875e-7	3.382784871964257e-8
4222	0.0625	0.0
4223	0.0625	0.0
4224	0.023174875	3.0188654429013147e-5
42241	0.001353703125	4.395349721864033e-6
422411	3.90625e-9	3.906248046874511e-9
422412	7.134765625e-5	5.230786692020564e-7
422413	0.00127510546875	1.8316622998982455e-6
4224131	7.80244140625e-5	2.647789789014863e-7
4224132	0.0008112724609375	3.661901920569281e-7
4224133	0.0003674638671875	4.7309802273091393e-7
4224134	1.42744140625e-5	1.1720110317775366e-7
422414	1.3578125e-5	2.2990255610308986e-7
42242	0.014522625	4.001172170049046e-6
422421	0.00356768359375	1.0990440450559853e-6
422422	0.00390625	0.0
422423	0.00390625	0.0
422424	0.00314068359375	1.550613379290764e-6
42243	0.007269734375	7.793623145002482e-6
422431	0.00097518359375	1.6906590051121404e-6
4224311	2.7451171875e-6	5.1703412218584385e-8
4224312	0.000659828125	4.5715451302518806e-7
4224313	0.00030665625	4.532448990077687e-7
4224314	1.3896484375e-6	3.681232714005252e-8
422432	0.003855515625	4.4227499990063804e-7
422433	0.00243684765625	1.8922763163595968e-6
4224331	0.0003943330078125	4.791579143575126e-7
4224332	0.000975177734375	3.674768842836117e-8
4224333	0.0007562958984375	4.0815037342196046e-7
4224334	0.00031086328125	4.5490817036648894e-7
422434	9.36328125e-6	1.9101739802187104e-7
42244	2.875e-6	2.1192831187691747e-7
423	0.02879825	7.98136786330357e-5
4231	0.0056529375	1.7926318399802388e-5
42311	5.53125e-6	2.939305811300306e-7
42312	0.00560309375	7.493575933588779e-6
423121	0.00078301171875	1.5638197385464089e-6
4231211	5.107421875e-7	2.2327355640522605e-8
4231212	0.0003473583984375	4.6750329304621603e-7
4231213	0.00043587890625	4.85461196668765e-7
4231214	3.125e-8	5.524183338965135e-9
423122	0.00390597265625	3.291347906075102e-8
423123	0.0006746171875	1.4765212626310076e-6
423124	0.0002418984375	9.414886708927695e-7
42313	3.4390625e-5	7.322368472954017e-7
42314	6.25e-8	3.12499374999375e-8
4232	0.023214875	3.0199325592376648e-5
42321	0.007527296875	7.807292451771628e-6
423211	0.0024286328125	1.8943573015343395e-6
4232111	0.0007579345703125	4.0706960823181927e-7
4232112	0.00097307421875	5.826110668468324e-8
4232113	0.0003901123046875	4.783110256703204e-7
4232114	0.0003054609375	4.527640803320918e-7
423212	0.00384608203125	4.810519134835509e-7
423213	0.00124975390625	1.8220774874033017e-6
4232131	0.000264189453125	4.3382190548068943e-7
4232132	0.0006545986328125	4.590828980434392e-7
4232133	0.00033348828125	4.6309579562669755e-7
4232134	8.7890625e-8	9.264068421303873e-9
423214	1.20859375e-5	2.1694382561880184e-7
42322	0.0149244375	3.233496752139044e-6
423221	0.00390625	0.0
423222	0.00390625	0.0
423223	0.003855328125	4.430807340262439e-7
423224	0.00325625	1.4548410566106526e-6
42323	0.0006346875	3.084503844193382e-6
42324	8.240625e-5	1.131727381576914e-6
4233	3.6875e-6	4.800574469204181e-7
4234	0.0	0.0
424	0.0	0.0
43	0.0	0.0
44	0.0	0.0
1.5069120537109373
2.5286673261692187e-5
